query,tfidf_result,chroma_result_1,chroma_result_2,chroma_result_3,chroma_id_1,chroma_id_2,chroma_id_3,tfidf_in_chroma_top3
@GloCare 09050268255,@GloCare  a feast for glo collecting tat funds as if I don't know wat to do wit money please delete all unnecessary things I didnt subscribe,@GloCare 09050268255,@GloCare 09050618081,@GloCare 09055232083,134520,1884964,834335,False
Hello @GloCare pls I have been trying to purchase data using the *777# but not going through for close to 24 hrs. Pls can u kindly rectify,Hello @GloCare pls I have been trying to purchase data using the *777# but not going through for close to 24 hrs. Pls can u kindly rectify,Hello @GloCare pls I have been trying to purchase data using the *777# but not going through for close to 24 hrs. Pls can u kindly rectify,@GloCare I bought data of #1000 on 24th of Oct till now i cant be able to use it.kindly tell me wht to do.,@GloCare @117627 It seems like you have deactivated me from using my data from 7pm till next day. This is not fair as I can't use my data,134525,443635,1123741,True
@GloCare thanks,@GloCare Thanks,@GloCare Thanks,@GloCare Thanks,@GloCare Thanks,383217,1341528,2766728,True
@GloCare I happen to be in ughelli Delta state at the moment and just did my monthly subscription but the network has been trash for days.Do something please,@GloCare I happen to be in ughelli Delta state at the moment and just did my monthly subscription but the network has been trash for days.Do something please,@GloCare I happen to be in ughelli Delta state at the moment and just did my monthly subscription but the network has been trash for days.Do something please,"@117627 @GloCare Good evening.. Am a GLO customer from Jeddo, Okpe local government Area, Delta state .  I am having big challenge with your network for the pass 4months.  In every month I will not have network to browse for 10 days and I subscribe every month.","@117627 @GloCare Good evening.. Am a GLO customer from Jeddo, Okpe local government Area, Delta state .  I am having big challenge with your network for the pass 4months.  In every month I will not have network to browse for 10 days and I subscribe every month.",134528,2121874,2121874,True
Using Wi-Fi via @airtel_care while @GloCare refuses to address my complain.,Using Wi-Fi via @airtel_care while @GloCare refuses to address my complain.,Using Wi-Fi via @airtel_care while @GloCare refuses to address my complain.,Glad my dumped @GloCare ...now using @airtel_care,"@484832 @122461 @airtel_care @GloCare I blame them my brother, if they can't give us proper service they should forget it",135818,443458,1572827,True
@GloCare No data services since at about 5:30am. Please what's going on. My number 08055404663. Garki one axis. Thanks.,@GloCare No data services since at about 5:30am. Please what's going on. My number 08055404663. Garki one axis. Thanks.,@GloCare No data services since at about 5:30am. Please what's going on. My number 08055404663. Garki one axis. Thanks.,@GloCare I haven't been able to make or receive calls and use data..what is happening to the service ?,@GloCare unable to use data services  since last night. Assist Asap,136622,351390,2178947,True
@GloCare you have charged me wrongly and I have called your customer care several times and still yet you still charge me wrongly pls take the right step this is my number:08114328517,@GloCare you have charged me wrongly and I have called your customer care several times and still yet you still charge me wrongly pls take the right step this is my number:08114328517,@GloCare you have charged me wrongly and I have called your customer care several times and still yet you still charge me wrongly pls take the right step this is my number:08114328517,@GloCare pls why was I charged unnecessarily. And your customer care rep never pick up..    09056738405,@GloCare you have failed to reply my tweet I've been charged wrongly &amp; u guys are not addressing it 08055451220 that's my number,136625,2463690,107456,True
"@GloCare No,I don't think sooo.....but if it's the jumbo tariff plan.Pls what can i do","@GloCare No,I don't think sooo.....but if it's the jumbo tariff plan.Pls what can i do","@GloCare No,I don't think sooo.....but if it's the jumbo tariff plan.Pls what can i do","@glocare what is the tariff of the new JUMBO package, on net and off net? @145585","@GloCare Good morning, I mean can it change the tariff plan for existing customers?",136624,2132597,1686968,True
"@GloCare What can i do now, concerning the reduction","@GloCare What can i do now, concerning the reduction","@GloCare What can i do now, concerning the reduction",@GloCare help rectify it,@GloCare what can I do?,136627,383215,691320,True
@117627 @GloCare 😎,@117627 @GloCare 08050651546,@117627 @GloCare 😎,@117627 @GloCare 👆🏾,@117627 @GloCare 09058488511,136632,1864443,2093011,False
"#glo's data plan is simply amazing, however, the network sucks. @GloCare please look into this.","#glo's data plan is simply amazing, however, the network sucks. @GloCare please look into this.","#glo's data plan is simply amazing, however, the network sucks. @GloCare please look into this.",Using glo network has become increasingly frustrating here. What is the essence of data when you cannot use it in peace. I need to be climbing walls in search of network @GloCare,"I can't use the @GloCare network for data when I get home for almost a year now, lodged complaints severally except when I leave home but the Customer service reps seem clueless and helpless. Glo data services is wack and disgraceful. @117627 https://t.co/yDSfR3s8xg",136636,2695561,2761451,True
Experiencing a 3g/4g problem. I'm stuck on edge after subscription. What's  going on @GloCare ?,Experiencing a 3g/4g problem. I'm stuck on edge after subscription. What's  going on @GloCare ?,Experiencing a 3g/4g problem. I'm stuck on edge after subscription. What's  going on @GloCare ?,"@GloCare I subscribed to 1 of  ur 4G monthly plans, 4 d past several days been getting very poor network (worse than 2.5G) what's going on","@GloCare I subscribed for glo 3g n 4g data plan,and only 2g service is available for me for a week now. which is unusual.i can barely browse",136638,2930944,1996894,True
"@GloCare Your network has been abysmally poor for a while now, and there seems no reprieve in sight. What is really happening? Your QoS is TERRIBLE (the worst) @117626","@GloCare Your network has been abysmally poor for a while now, and there seems no reprieve in sight. What is really happening? Your QoS is TERRIBLE (the worst) @117626","@GloCare Your network has been abysmally poor for a while now, and there seems no reprieve in sight. What is really happening? Your QoS is TERRIBLE (the worst) @117626",@GloCare Whats happening to your NETWORK IS VERY BAD,@GloCare your network is worrisome. What's going on?,136640,1072527,49726,True
@GloCare good morning... Please why is there a secret deduction in my line???,@GloCare good morning... Please why is there a secret deduction in my line???,@GloCare good morning... Please why is there a secret deduction in my line???,Why Was There A Deduction On My Line?? 07057750311 @GloCare,"Am having a issue of over deduction on my line, for what reason?@glocare",138704,892628,968124,True
@GloCare 08053772444 please fix up,@GloCare 08053772444 please fix up,@GloCare 08053772444 please fix up,@GloCare 08050748804,@GloCare 08050980590,138703,2905474,2840635,True
@GloCare I'll also like a refund... Cos I definitely didn't activate any service on my line,@GloCare I'll also like a refund... Cos I definitely didn't activate any service on my line,@GloCare I'll also like a refund... Cos I definitely didn't activate any service on my line,"@GloCare @117627 @117626 This is not my complain. I didn't subscribe to any service. Refund my money, @117626 take note.",@GloCare Please I need a refund,138706,2172647,734468,True
"@117627 @GloCare I made this complaints since Wednesday morning, I'm tired of your apology, I need to do my work","@117627 @GloCare I made this complaints since Wednesday morning, I'm tired of your apology, I need to do my work","@117627 @GloCare I made this complaints since Wednesday morning, I'm tired of your apology, I need to do my work","@117627 @GloCare Good morning, thanks for this",@GloCare  okk. I've sent in my complaint,138710,385496,788938,True
@GloCare @117627 So when I'm I getting my refund?,@GloCare @117627 So when I'm I getting my refund?,@GloCare @117627 So when I'm I getting my refund?,@GloCare When am I getting my refund,@GloCare @181808 @117625 i am still expecting the refund.,138715,645765,280561,True
@117627 @GloCare Yesterday I made this complaints of #200 being deducted for caller tunes and diabetes info but still got SMS from 577 for diabetes info,@117627 @GloCare Yesterday I made this complaints of #200 being deducted for caller tunes and diabetes info but still got SMS from 577 for diabetes info,@117627 @GloCare Yesterday I made this complaints of #200 being deducted for caller tunes and diabetes info but still got SMS from 577 for diabetes info,"@117627 @GloCare I recharge 1000kyesterday for internet only to deducted 200 for diabetes info &amp; caller tune which I didn't subscribe, call 121 to complain",@GloCare The phone number is there in my message. Some money is being deducted from 08075848466 everyday. Have been complaining for long.,138717,138727,1830097,True
